nameWithOwner,stargazerCount,forkCount,url,createdAt,releaseCount
huanghaibin-dev/CalendarView,9224,1815,https://github.com/huanghaibin-dev/CalendarView,2017-03-11T07:16:09Z,
apache/cassandra,9102,3677,https://github.com/apache/cassandra,2009-05-21T02:10:09Z,
cats-oss/android-gpuimage,9072,2274,https://github.com/cats-oss/android-gpuimage,2012-10-04T08:11:58Z,
json-path/JsonPath,9070,1666,https://github.com/json-path/JsonPath,2011-01-24T13:19:19Z,
spring-projects/spring-security,9037,6003,https://github.com/spring-projects/spring-security,2012-01-10T21:50:57Z,
didi/VirtualAPK,9017,1529,https://github.com/didi/VirtualAPK,2017-06-29T07:25:05Z,
ashishps1/awesome-leetcode-resources,9003,2184,https://github.com/ashishps1/awesome-leetcode-resources,2023-10-25T01:48:19Z,
navasmdc/MaterialDesignLibrary,8982,2216,https://github.com/navasmdc/MaterialDesignLibrary,2014-09-30T07:37:17Z,
seven332/EhViewer,8964,960,https://github.com/seven332/EhViewer,2014-05-14T12:03:52Z,
KunMinX/Jetpack-MVVM-Best-Practice,8912,1647,https://github.com/KunMinX/Jetpack-MVVM-Best-Practice,2019-10-31T05:21:01Z,
nathanmarz/storm,8821,1665,https://github.com/nathanmarz/storm,2011-09-17T07:55:13Z,
laobie/StatusBarUtil,8806,1721,https://github.com/laobie/StatusBarUtil,2016-02-15T03:06:06Z,
Freelander/Android_Data,8770,2027,https://github.com/Freelander/Android_Data,2015-04-04T01:37:44Z,
Blankj/awesome-java-leetcode,8708,1725,https://github.com/Blankj/awesome-java-leetcode,2017-04-17T15:51:41Z,
chrisbanes/Android-PullToRefresh,8701,4686,https://github.com/chrisbanes/Android-PullToRefresh,2011-11-29T09:59:56Z,
apache/jmeter,8653,2156,https://github.com/apache/jmeter,2010-05-26T23:38:07Z,
java-native-access/jna,8653,1684,https://github.com/java-native-access/jna,2011-04-29T13:30:29Z,
ybq/Android-SpinKit,8650,1312,https://github.com/ybq/Android-SpinKit,2016-03-20T08:40:51Z,
flyway/flyway,8624,1533,https://github.com/flyway/flyway,2012-12-14T18:43:22Z,
shwenzhang/AndResGuard,8584,1542,https://github.com/shwenzhang/AndResGuard,2015-10-11T11:48:06Z,
chrisjenx/Calligraphy,8584,1091,https://github.com/chrisjenx/Calligraphy,2013-12-20T02:35:45Z,
facebook/buck,8557,1153,https://github.com/facebook/buck,2013-04-17T18:12:18Z,
apache/shenyu,8554,2970,https://github.com/apache/shenyu,2018-07-11T08:17:45Z,
airbnb/epoxy,8538,727,https://github.com/airbnb/epoxy,2016-08-08T23:05:11Z,
junit-team/junit4,8531,3279,https://github.com/junit-team/junit4,2009-01-13T03:41:26Z,
react-native-image-picker/react-native-image-picker,8528,2090,https://github.com/react-native-image-picker/react-native-image-picker,2015-06-08T20:25:31Z,
dropwizard/dropwizard,8525,3441,https://github.com/dropwizard/dropwizard,2011-01-19T19:52:29Z,
checkstyle/checkstyle,8521,3822,https://github.com/checkstyle/checkstyle,2013-08-31T02:05:05Z,
karatelabs/karate,8495,1975,https://github.com/karatelabs/karate,2017-02-07T15:59:17Z,
amitshekhariitbhu/Android-Debug-Database,8465,872,https://github.com/amitshekhariitbhu/Android-Debug-Database,2016-11-16T14:20:24Z,
roughike/BottomBar,8407,1499,https://github.com/roughike/BottomBar,2016-03-16T01:31:05Z,
hs-web/hsweb-framework,8367,3049,https://github.com/hs-web/hsweb-framework,2016-01-18T03:51:39Z,
apache/seatunnel,8364,1927,https://github.com/apache/seatunnel,2017-08-05T09:14:47Z,
google/tsunami-security-scanner,8360,899,https://github.com/google/tsunami-security-scanner,2020-06-03T16:20:00Z,
flowable/flowable-engine,8304,2689,https://github.com/flowable/flowable-engine,2016-10-13T07:21:43Z,
DImuthuUpe/AndroidPdfViewer,8266,1938,https://github.com/DImuthuUpe/AndroidPdfViewer,2016-06-02T20:21:21Z,
apache/shardingsphere-elasticjob,8173,3285,https://github.com/apache/shardingsphere-elasticjob,2015-09-11T11:28:52Z,
testcontainers/testcontainers-java,8162,1686,https://github.com/testcontainers/testcontainers-java,2015-04-12T12:44:59Z,
alibaba/atlas,8140,1475,https://github.com/alibaba/atlas,2017-02-28T06:31:43Z,
florent37/MaterialViewPager,8120,1478,https://github.com/florent37/MaterialViewPager,2015-04-24T17:53:15Z,
guolindev/LitePal,8107,1586,https://github.com/guolindev/LitePal,2013-02-20T03:20:07Z,
wildfirechat/im-server,8107,1829,https://github.com/wildfirechat/im-server,2019-01-23T15:21:28Z,
alibaba/otter,8093,2494,https://github.com/alibaba/otter,2013-08-09T09:31:22Z,
apache/beam,8046,4318,https://github.com/apache/beam,2016-02-02T08:00:06Z,
frohoff/ysoserial,8045,1784,https://github.com/frohoff/ysoserial,2015-01-28T07:13:55Z,
Netflix/SimianArmy,7983,1132,https://github.com/Netflix/SimianArmy,2012-07-06T22:00:05Z,
davemorrissey/subsampling-scale-image-view,7940,1209,https://github.com/davemorrissey/subsampling-scale-image-view,2013-08-26T16:45:25Z,
pentaho/pentaho-kettle,7925,3508,https://github.com/pentaho/pentaho-kettle,2013-10-08T18:27:11Z,
JakeWharton/hugo,7923,798,https://github.com/JakeWharton/hugo,2013-11-25T09:16:40Z,
alibaba/transmittable-thread-local,7885,1703,https://github.com/alibaba/transmittable-thread-local,2013-10-13T08:48:33Z,
aritraroy/UltimateAndroidReference,7870,1289,https://github.com/aritraroy/UltimateAndroidReference,2017-04-10T07:28:27Z,
junixapp/XPopup,7861,1190,https://github.com/junixapp/XPopup,2018-12-07T06:16:48Z,
HannahMitt/HomeMirror,7852,668,https://github.com/HannahMitt/HomeMirror,2015-08-23T03:20:08Z,
dropwizard/metrics,7843,1812,https://github.com/dropwizard/metrics,2010-02-26T19:44:42Z,
LSPosed/LSPatch,7813,872,https://github.com/LSPosed/LSPatch,2021-03-01T19:38:36Z,
ChrisRM/material-theme-jetbrains,7804,448,https://github.com/ChrisRM/material-theme-jetbrains,2015-09-23T07:15:04Z,
apache/tomcat,7757,5126,https://github.com/apache/tomcat,2011-10-01T07:00:19Z,
bytedeco/javacv,7723,1604,https://github.com/bytedeco/javacv,2014-04-21T13:50:26Z,
trello-archive/RxLifecycle,7704,638,https://github.com/trello-archive/RxLifecycle,2015-07-20T13:32:23Z,
software-mansion/react-native-svg,7672,1149,https://github.com/software-mansion/react-native-svg,2016-01-17T14:29:21Z,
vipshop/vjtools,7649,1524,https://github.com/vipshop/vjtools,2018-05-29T09:07:08Z,
goldze/MVVMHabit,7645,1697,https://github.com/goldze/MVVMHabit,2017-07-21T10:38:40Z,
aeron-io/aeron,7637,912,https://github.com/aeron-io/aeron,2014-02-07T17:16:58Z,
Graylog2/graylog2-server,7608,1082,https://github.com/Graylog2/graylog2-server,2010-05-17T21:27:02Z,
cabaletta/baritone,7600,1527,https://github.com/cabaletta/baritone,2018-08-01T15:34:21Z,
gedoor/MyBookshelf,7594,1816,https://github.com/gedoor/MyBookshelf,2018-06-12T03:48:07Z,
google/android-classyshark,7563,870,https://github.com/google/android-classyshark,2015-10-12T13:40:48Z,
Tencent/Shadow,7553,1318,https://github.com/Tencent/Shadow,2019-06-13T10:50:27Z,
kaushikgopal/RxJava-Android-Samples,7538,1373,https://github.com/kaushikgopal/RxJava-Android-Samples,2014-07-23T05:13:52Z,
koush/AndroidAsync,7537,1561,https://github.com/koush/AndroidAsync,2012-08-24T07:27:04Z,
PojavLauncherTeam/PojavLauncher,7528,1390,https://github.com/PojavLauncherTeam/PojavLauncher,2020-03-11T03:22:54Z,
google/closure-compiler,7488,1161,https://github.com/google/closure-compiler,2014-04-16T15:30:36Z,
kevin-wayne/algs4,7471,2680,https://github.com/kevin-wayne/algs4,2015-08-31T09:28:49Z,
twowaits/SDE-Interview-Questions,7450,2211,https://github.com/twowaits/SDE-Interview-Questions,2017-10-25T11:08:52Z,
lecho/hellocharts-android,7443,1614,https://github.com/lecho/hellocharts-android,2014-10-12T09:12:37Z,
yuanguangxin/LeetCode,7420,1882,https://github.com/yuanguangxin/LeetCode,2020-01-11T01:02:02Z,
swagger-api/swagger-core,7417,2196,https://github.com/swagger-api/swagger-core,2011-07-05T23:44:11Z,
PowerJob/PowerJob,7390,1298,https://github.com/PowerJob/PowerJob,2020-03-16T09:19:55Z,
HMCL-dev/HMCL,7381,703,https://github.com/HMCL-dev/HMCL,2015-06-22T08:06:03Z,
dyc87112/SpringCloud-Learning,7376,2881,https://github.com/dyc87112/SpringCloud-Learning,2016-08-21T03:39:52Z,
lenve/VBlog,7369,2914,https://github.com/lenve/VBlog,2017-12-26T11:01:55Z,
abel533/Mapper,7367,1627,https://github.com/abel533/Mapper,2014-11-21T11:02:10Z,
leolin310148/ShortcutBadger,7352,1343,https://github.com/leolin310148/ShortcutBadger,2013-11-15T12:51:52Z,
Qihoo360/RePlugin,7308,1537,https://github.com/Qihoo360/RePlugin,2017-06-08T09:39:09Z,
square/dagger,7304,3072,https://github.com/square/dagger,2012-08-02T23:25:32Z,
mapstruct/mapstruct,7280,976,https://github.com/mapstruct/mapstruct,2012-05-28T12:42:42Z,
Bearded-Hen/Android-Bootstrap,7277,1420,https://github.com/Bearded-Hen/Android-Bootstrap,2013-11-01T15:36:17Z,
pedant/sweet-alert-dialog,7258,1934,https://github.com/pedant/sweet-alert-dialog,2014-10-19T09:24:09Z,
crazycodeboy/TakePhoto,7243,1506,https://github.com/crazycodeboy/TakePhoto,2015-08-04T02:05:32Z,
cymcsg/UltimateRecyclerView,7211,1420,https://github.com/cymcsg/UltimateRecyclerView,2015-01-28T02:27:45Z,
geeeeeeeeek/WeChatLuckyMoney,7209,2212,https://github.com/geeeeeeeeek/WeChatLuckyMoney,2015-09-30T16:11:20Z,
Exrick/xmall,7204,2556,https://github.com/Exrick/xmall,2017-07-28T01:49:49Z,
gocd/gocd,7202,977,https://github.com/gocd/gocd,2013-12-13T05:26:16Z,
google/agera,7179,634,https://github.com/google/agera,2015-12-17T13:22:58Z,
MinecraftForge/MinecraftForge,7096,2732,https://github.com/MinecraftForge/MinecraftForge,2012-01-30T01:35:01Z,
ogaclejapan/SmartTabLayout,7092,1338,https://github.com/ogaclejapan/SmartTabLayout,2015-02-14T11:25:51Z,
krahets/LeetCode-Book,7091,818,https://github.com/krahets/LeetCode-Book,2021-12-17T14:16:02Z,
JakeWharton/ActionBarSherlock,7085,3516,https://github.com/JakeWharton/ActionBarSherlock,2011-03-07T17:28:54Z,
apache/iceberg,7064,2442,https://github.com/apache/iceberg,2018-11-19T16:26:46Z,
didi/KnowStreaming,7056,1288,https://github.com/didi/KnowStreaming,2020-03-19T05:13:51Z,
NanoHttpd/nanohttpd,7048,1707,https://github.com/NanoHttpd/nanohttpd,2012-08-10T21:52:42Z,
naman14/Timber,7034,2157,https://github.com/naman14/Timber,2015-06-12T16:43:55Z,
NLPchina/elasticsearch-sql,7008,1541,https://github.com/NLPchina/elasticsearch-sql,2014-08-24T14:26:31Z,
Alluxio/alluxio,6961,2945,https://github.com/Alluxio/alluxio,2012-12-21T17:43:46Z,
google/error-prone,6947,752,https://github.com/google/error-prone,2014-08-21T23:26:50Z,
rest-assured/rest-assured,6938,1884,https://github.com/rest-assured/rest-assured,2010-10-21T08:35:43Z,
DroidPluginTeam/DroidPlugin,6919,2523,https://github.com/DroidPluginTeam/DroidPlugin,2015-08-27T11:14:57Z,
mrniko/netty-socketio,6914,1670,https://github.com/mrniko/netty-socketio,2012-01-12T11:43:49Z,
jeecgboot/jimureport,6879,1722,https://github.com/jeecgboot/jimureport,2019-12-05T12:25:59Z,
hongyangAndroid/okhttputils,6870,2385,https://github.com/hongyangAndroid/okhttputils,2015-08-17T14:53:29Z,
h2pl/JavaTutorial,6861,1588,https://github.com/h2pl/JavaTutorial,2018-05-01T15:57:21Z,
alibaba/jvm-sandbox,6860,1575,https://github.com/alibaba/jvm-sandbox,2017-08-03T02:55:31Z,
gunnarmorling/1brc,6836,1990,https://github.com/gunnarmorling/1brc,2023-12-28T09:13:24Z,
Meituan-Dianping/walle,6814,1086,https://github.com/Meituan-Dianping/walle,2017-01-10T03:39:25Z,
dependency-check/DependencyCheck,6812,1339,https://github.com/dependency-check/DependencyCheck,2012-09-03T20:43:30Z,
AntennaPod/AntennaPod,6801,1446,https://github.com/AntennaPod/AntennaPod,2012-07-31T10:25:08Z,
zo0r/react-native-push-notification,6777,2054,https://github.com/zo0r/react-native-push-notification,2015-12-14T19:53:36Z,
Angel-ML/angel,6752,1594,https://github.com/Angel-ML/angel,2017-04-25T05:57:43Z,
rabbitmq/rabbitmq-tutorials,6730,3571,https://github.com/rabbitmq/rabbitmq-tutorials,2010-09-21T11:41:26Z,
zouzg/mybatis-generator-gui,6699,2534,https://github.com/zouzg/mybatis-generator-gui,2016-05-08T22:39:39Z,
markzhai/AndroidPerformanceMonitor,6698,1023,https://github.com/markzhai/AndroidPerformanceMonitor,2016-01-17T05:23:22Z,
hongyangAndroid/AndroidAutoLayout,6675,1895,https://github.com/hongyangAndroid/AndroidAutoLayout,2015-11-19T02:09:11Z,
guardianproject/haven,6672,730,https://github.com/guardianproject/haven,2017-03-01T03:20:03Z,
Genymobile/gnirehtet,6671,618,https://github.com/Genymobile/gnirehtet,2017-02-09T16:01:13Z,
macrozheng/springcloud-learning,6649,2805,https://github.com/macrozheng/springcloud-learning,2019-09-07T02:36:16Z,
smuyyh/BookReader,6647,1882,https://github.com/smuyyh/BookReader,2016-08-03T05:17:27Z,
wiremock/wiremock,6645,1460,https://github.com/wiremock/wiremock,2011-10-09T20:27:24Z,
yanzhenjie/AndPermission,6633,1102,https://github.com/yanzhenjie/AndPermission,2016-09-11T05:17:34Z,
527515025/springBoot,6631,3152,https://github.com/527515025/springBoot,2016-11-07T02:13:31Z,
apache/storm,6613,4077,https://github.com/apache/storm,2013-11-05T08:00:14Z,
gzu-liyujiang/AndroidPicker,6599,1480,https://github.com/gzu-liyujiang/AndroidPicker,2015-10-21T14:21:16Z,
getActivity/AndroidProject,6590,1378,https://github.com/getActivity/AndroidProject,2018-10-23T10:30:55Z,
GrenderG/Toasty,6589,810,https://github.com/GrenderG/Toasty,2017-01-18T18:52:41Z,
ZCShou/GoGoGo,6582,772,https://github.com/ZCShou/GoGoGo,2021-12-03T06:59:39Z,
langchain4j/langchain4j,6578,1230,https://github.com/langchain4j/langchain4j,2023-06-20T15:30:29Z,
fuzhengwei/itstack-demo-design,6570,1953,https://github.com/fuzhengwei/itstack-demo-design,2020-05-20T13:45:30Z,
junit-team/junit5,6556,1531,https://github.com/junit-team/junit5,2015-01-11T19:06:10Z,
Meituan-Dianping/Leaf,6550,1853,https://github.com/Meituan-Dianping/Leaf,2018-12-11T07:41:35Z,
NLPchina/ansj_seg,6519,2314,https://github.com/NLPchina/ansj_seg,2012-09-05T05:56:24Z,
processing/processing,6504,1500,https://github.com/processing/processing,2013-01-24T21:17:22Z,
apache/zeppelin,6472,2817,https://github.com/apache/zeppelin,2015-03-25T07:00:06Z,
ximsfei/Android-skin-support,6463,1091,https://github.com/ximsfei/Android-skin-support,2017-01-12T15:03:54Z,
quartz-scheduler/quartz,6443,1959,https://github.com/quartz-scheduler/quartz,2016-03-07T14:05:37Z,
raphw/byte-buddy,6442,813,https://github.com/raphw/byte-buddy,2013-11-25T19:38:03Z,
vinc3m1/RoundedImageView,6432,1250,https://github.com/vinc3m1/RoundedImageView,2013-02-22T01:17:37Z,
ArthurHub/Android-Image-Cropper,6423,1383,https://github.com/ArthurHub/Android-Image-Cropper,2015-01-15T10:49:37Z,
JesusFreke/smali,6418,1082,https://github.com/JesusFreke/smali,2012-09-23T19:51:16Z,
CoderLeixiaoshuai/java-eight-part,6402,1016,https://github.com/CoderLeixiaoshuai/java-eight-part,2020-10-16T16:27:04Z,
wxiaoqi/Spring-Cloud-Platform,6400,2393,https://github.com/wxiaoqi/Spring-Cloud-Platform,2017-05-25T10:35:26Z,
zendesk/android-floating-action-button,6378,1450,https://github.com/zendesk/android-floating-action-button,2014-09-19T06:49:21Z,
jOOQ/jOOQ,6338,1214,https://github.com/jOOQ/jOOQ,2011-04-17T10:43:33Z,
AsyncHttpClient/async-http-client,6325,1595,https://github.com/AsyncHttpClient/async-http-client,2011-03-07T13:41:46Z,
Col-E/Recaf,6321,478,https://github.com/Col-E/Recaf,2017-07-27T06:01:10Z,
sshahine/JFoenix,6314,1053,https://github.com/sshahine/JFoenix,2015-09-08T14:04:24Z,
aa112901/remusic,6295,1924,https://github.com/aa112901/remusic,2016-03-24T06:20:39Z,
wasabeef/richeditor-android,6290,1199,https://github.com/wasabeef/richeditor-android,2015-03-30T16:19:20Z,
koush/ion,6282,1035,https://github.com/koush/ion,2013-05-22T07:41:23Z,
joelittlejohn/jsonschema2pojo,6277,1660,https://github.com/joelittlejohn/jsonschema2pojo,2013-06-22T22:28:53Z,
hazelcast/hazelcast,6271,1859,https://github.com/hazelcast/hazelcast,2012-03-21T12:25:18Z,
amitshekhariitbhu/from-java-to-kotlin,6257,790,https://github.com/amitshekhariitbhu/from-java-to-kotlin,2017-05-21T11:56:27Z,
lightbend/config,6221,963,https://github.com/lightbend/config,2011-12-06T08:02:29Z,
ityouknow/spring-cloud-examples,6216,3082,https://github.com/ityouknow/spring-cloud-examples,2017-04-28T08:48:53Z,
pig-mesh/pig,6197,986,https://github.com/pig-mesh/pig,2019-08-26T03:24:53Z,
micronaut-projects/micronaut-core,6193,1094,https://github.com/micronaut-projects/micronaut-core,2018-03-07T12:05:08Z,
exadel-inc/CompreFace,6183,833,https://github.com/exadel-inc/CompreFace,2020-07-06T08:29:43Z,
graphql-java/graphql-java,6166,1127,https://github.com/graphql-java/graphql-java,2015-07-06T06:52:20Z,
haifengl/smile,6147,1138,https://github.com/haifengl/smile,2014-11-20T16:28:12Z,
ikew0ng/SwipeBackLayout,6120,1399,https://github.com/ikew0ng/SwipeBackLayout,2013-08-25T03:36:12Z,
google/grafika,6116,1462,https://github.com/google/grafika,2013-12-19T18:36:53Z,
hibernate/hibernate-orm,6115,3616,https://github.com/hibernate/hibernate-orm,2010-10-04T16:15:52Z,
rengwuxian/MaterialEditText,6103,1041,https://github.com/rengwuxian/MaterialEditText,2014-10-30T10:07:23Z,
daimajia/NumberProgressBar,6093,1401,https://github.com/daimajia/NumberProgressBar,2014-05-01T08:54:25Z,
apache/hertzbeat,6085,1074,https://github.com/apache/hertzbeat,2022-02-04T14:48:56Z,
vespa-engine/vespa,6069,625,https://github.com/vespa-engine/vespa,2016-06-03T20:54:20Z,
gephi/gephi,6059,1578,https://github.com/gephi/gephi,2011-10-22T03:14:46Z,
pedrovgs/EffectiveAndroidUI,6024,1191,https://github.com/pedrovgs/EffectiveAndroidUI,2014-07-04T08:42:20Z,
getActivity/XXPermissions,6020,811,https://github.com/getActivity/XXPermissions,2018-06-15T14:31:29Z,
singwhatiwanna/dynamic-load-apk,6019,1995,https://github.com/singwhatiwanna/dynamic-load-apk,2014-03-30T11:51:00Z,
google/j2objc,6007,980,https://github.com/google/j2objc,2014-01-30T20:19:56Z,
apache/flink-cdc,6006,2007,https://github.com/apache/flink-cdc,2020-07-27T19:23:33Z,
rey5137/material,5997,1317,https://github.com/rey5137/material,2014-12-09T12:07:32Z,
auth0/java-jwt,5996,934,https://github.com/auth0/java-jwt,2014-03-07T15:06:11Z,
google/physical-web,5988,663,https://github.com/google/physical-web,2014-09-30T18:32:14Z,
wyouflf/xUtils3,5980,1979,https://github.com/wyouflf/xUtils3,2015-10-28T10:56:04Z,
apache/incubator-kie-drools,5977,2535,https://github.com/apache/incubator-kie-drools,2011-02-18T08:37:05Z,
Vedenin/useful-java-links,5965,1186,https://github.com/Vedenin/useful-java-links,2016-02-13T13:14:52Z,
liyifeng1994/ssm,5951,2748,https://github.com/liyifeng1994/ssm,2016-06-18T17:58:56Z,
robolectric/robolectric,5942,1374,https://github.com/robolectric/robolectric,2010-08-28T00:28:25Z,
springfox/springfox,5937,1536,https://github.com/springfox/springfox,2012-05-06T06:38:57Z,
antoniolg/androidmvp,5926,1570,https://github.com/antoniolg/androidmvp,2014-04-02T05:42:20Z,
prolificinteractive/material-calendarview,5921,1311,https://github.com/prolificinteractive/material-calendarview,2015-02-09T22:31:56Z,
DerekYRC/mini-spring,5906,1378,https://github.com/DerekYRC/mini-spring,2020-11-17T11:59:18Z,
alipay/SoloPi,5906,1229,https://github.com/alipay/SoloPi,2019-03-14T15:32:49Z,
LandGrey/SpringBootVulExploit,5890,1313,https://github.com/LandGrey/SpringBootVulExploit,2020-05-20T09:18:44Z,
weibocom/motan,5885,1769,https://github.com/weibocom/motan,2016-04-20T10:56:17Z,
btraceio/btrace,5872,961,https://github.com/btraceio/btrace,2014-08-28T18:58:24Z,
vavr-io/vavr,5869,643,https://github.com/vavr-io/vavr,2014-01-30T14:07:25Z,
lets-blade/blade,5861,1172,https://github.com/lets-blade/blade,2015-06-10T03:35:49Z,
jetlinks/jetlinks-community,5828,1733,https://github.com/jetlinks/jetlinks-community,2020-01-02T07:27:34Z,
journeyapps/zxing-android-embedded,5827,1280,https://github.com/journeyapps/zxing-android-embedded,2012-11-28T16:36:39Z,
Nightonke/BoomMenu,5803,1152,https://github.com/Nightonke/BoomMenu,2016-03-19T12:04:12Z,
yarolegovich/DiscreteScrollView,5789,784,https://github.com/yarolegovich/DiscreteScrollView,2017-03-03T23:38:54Z,
changmingxie/tcc-transaction,5786,2788,https://github.com/changmingxie/tcc-transaction,2015-12-05T04:27:53Z,
JakeWharton/DiskLruCache,5786,1177,https://github.com/JakeWharton/DiskLruCache,2012-01-05T00:36:34Z,
apache/camel,5772,5006,https://github.com/apache/camel,2009-05-21T00:25:36Z,
dmytrodanylyk/circular-progress-button,5769,1181,https://github.com/dmytrodanylyk/circular-progress-button,2014-06-07T12:58:48Z,
amitshekhariitbhu/Fast-Android-Networking,5766,966,https://github.com/amitshekhariitbhu/Fast-Android-Networking,2016-03-21T18:35:44Z,
obsidiandynamics/kafdrop,5765,872,https://github.com/obsidiandynamics/kafdrop,2019-05-27T08:46:56Z,
google/google-java-format,5737,872,https://github.com/google/google-java-format,2015-05-11T20:38:28Z,
Devlight/InfiniteCycleViewPager,5736,828,https://github.com/Devlight/InfiniteCycleViewPager,2016-08-22T08:04:39Z,
ffay/lanproxy,5726,1551,https://github.com/ffay/lanproxy,2016-11-20T08:12:10Z,
WeiYe-Jing/datax-web,5726,2187,https://github.com/WeiYe-Jing/datax-web,2019-11-19T01:09:05Z,
648540858/wvp-GB28181-pro,5721,1623,https://github.com/648540858/wvp-GB28181-pro,2020-11-14T14:16:37Z,
traccar/traccar,5721,2713,https://github.com/traccar/traccar,2012-04-16T08:33:49Z,
javaparser/javaparser,5718,1192,https://github.com/javaparser/javaparser,2011-10-30T14:03:44Z,
k0shk0sh/FastHub,5715,925,https://github.com/k0shk0sh/FastHub,2017-02-18T17:53:16Z,
jpush/aurora-imui,5712,998,https://github.com/jpush/aurora-imui,2016-12-13T05:24:01Z,
apache/iotdb,5712,1037,https://github.com/apache/iotdb,2018-11-24T21:29:17Z,
opengoofy/hippo4j,5708,1203,https://github.com/opengoofy/hippo4j,2021-06-16T02:59:48Z,
Nepxion/Discovery,5700,1431,https://github.com/Nepxion/Discovery,2018-06-21T16:16:49Z,
springside/springside4,5699,2898,https://github.com/springside/springside4,2012-02-23T08:39:03Z,
apache/hudi,5699,2391,https://github.com/apache/hudi,2016-12-14T15:53:41Z,
nayuki/QR-Code-generator,5694,1154,https://github.com/nayuki/QR-Code-generator,2016-04-15T02:19:41Z,
apache/pinot,5683,1345,https://github.com/apache/pinot,2014-05-19T23:27:48Z,
yanzhenjie/SwipeRecyclerView,5682,1098,https://github.com/yanzhenjie/SwipeRecyclerView,2016-08-03T15:43:34Z,
graphhopper/graphhopper,5678,1682,https://github.com/graphhopper/graphhopper,2012-02-18T19:57:38Z,
JakeWharton/u2020,5671,926,https://github.com/JakeWharton/u2020,2013-11-14T11:58:23Z,
apache/hive,5664,4724,https://github.com/apache/hive,2009-05-21T02:31:01Z,
FongMi/TV,5660,1875,https://github.com/FongMi/TV,2022-06-22T09:10:23Z,
ZhongFuCheng3y/austin,5653,1395,https://github.com/ZhongFuCheng3y/austin,2021-11-06T09:36:01Z,
youtube/api-samples,5648,3001,https://github.com/youtube/api-samples,2013-12-09T18:41:41Z,
Javen205/IJPay,5646,1379,https://github.com/Javen205/IJPay,2017-05-02T03:15:32Z,
crazycodeboy/react-native-splash-screen,5640,1104,https://github.com/crazycodeboy/react-native-splash-screen,2016-09-14T10:43:55Z,
hanks-zyh/HTextView,5640,813,https://github.com/hanks-zyh/HTextView,2015-12-19T16:34:59Z,
wasabeef/Blurry,5631,606,https://github.com/wasabeef/Blurry,2015-07-23T14:12:08Z,
daimajia/AndroidImageSlider,5624,1654,https://github.com/daimajia/AndroidImageSlider,2014-06-02T06:04:17Z,
JSQLParser/JSqlParser,5609,1374,https://github.com/JSQLParser/JSqlParser,2011-06-23T22:51:52Z,
hongyangAndroid/FlowLayout,5595,1166,https://github.com/hongyangAndroid/FlowLayout,2015-08-28T09:32:31Z,
amlcurran/ShowcaseView,5590,1285,https://github.com/amlcurran/ShowcaseView,2012-08-14T19:07:36Z,
dromara/lamp-cloud,5584,1749,https://github.com/dromara/lamp-cloud,2018-01-17T02:51:04Z,
MuntashirAkon/AppManager,5572,313,https://github.com/MuntashirAkon/AppManager,2020-05-30T04:08:56Z,
TommyLemon/Android-ZBLibrary,5561,1378,https://github.com/TommyLemon/Android-ZBLibrary,2015-08-20T16:03:53Z,
jagrosh/MusicBot,5559,2655,https://github.com/jagrosh/MusicBot,2016-08-14T18:46:29Z,
knightliao/disconf,5553,2284,https://github.com/knightliao/disconf,2014-05-30T09:39:27Z,
nhaarman/ListViewAnimations,5551,1644,https://github.com/nhaarman/ListViewAnimations,2013-03-19T11:59:23Z,
redis/lettuce,5534,1009,https://github.com/redis/lettuce,2014-05-10T13:08:46Z,
logisim-evolution/logisim-evolution,5531,700,https://github.com/logisim-evolution/logisim-evolution,2014-09-19T05:23:24Z,
ElderDrivers/EdXposed,5526,633,https://github.com/ElderDrivers/EdXposed,2019-01-18T16:18:19Z,
ZHENFENG13/spring-boot-projects,5526,1615,https://github.com/ZHENFENG13/spring-boot-projects,2017-04-01T01:50:14Z,
baidu/uid-generator,5509,1564,https://github.com/baidu/uid-generator,2017-03-27T04:03:43Z,
TeamAmaze/AmazeFileManager,5503,1599,https://github.com/TeamAmaze/AmazeFileManager,2014-07-14T19:47:53Z,
emilsjolander/StickyListHeaders,5502,1513,https://github.com/emilsjolander/StickyListHeaders,2012-03-11T18:29:18Z,
sockeqwe/mosby,5480,842,https://github.com/sockeqwe/mosby,2015-03-25T00:59:19Z,
wuhaoyu1990/MagicCamera,5473,1625,https://github.com/wuhaoyu1990/MagicCamera,2016-01-08T11:36:56Z,
alibaba/freeline,5472,621,https://github.com/alibaba/freeline,2016-08-03T17:22:52Z,
danikula/AndroidVideoCache,5459,1169,https://github.com/danikula/AndroidVideoCache,2015-04-01T11:25:52Z,
dm77/barcodescanner,5454,1432,https://github.com/dm77/barcodescanner,2014-02-24T21:14:09Z,
JanusGraph/janusgraph,5453,1187,https://github.com/JanusGraph/janusgraph,2016-12-26T13:26:29Z,
scribejava/scribejava,5452,1673,https://github.com/scribejava/scribejava,2010-09-05T19:11:40Z,
KeepSafe/TapTargetView,5425,594,https://github.com/KeepSafe/TapTargetView,2016-09-11T09:07:36Z,
facebookarchive/rebound,5423,813,https://github.com/facebookarchive/rebound,2013-10-11T01:12:37Z,
meefik/linuxdeploy,5414,691,https://github.com/meefik/linuxdeploy,2012-08-21T04:49:14Z,
motianhuo/wechat,5413,2415,https://github.com/motianhuo/wechat,2015-05-25T02:33:37Z,
